,html_url,name,full_name,description,topics,created_at,updated_at,pushed_at,size,language,stargazers_count,subscribers_count,has_issues,has_downloads,has_discussions,forks_count,default_branch,private,open_issues_only,closed_issues_only,open_pull_requests,closed_pull_requests,commits_number,contributors_number,license.key,owner.type,Included?
1118,https://github.com/DISTRHO/Cardinal,Cardinal,DISTRHO/Cardinal,Virtual modular synthesizer plugin,"['audio', 'eurorack', 'lv2-plugin', 'plugin', 'vcvrack', 'vst-plugin']",2021-10-07T10:01:22Z,2023-09-15T15:45:09Z,2023-09-14T19:47:48Z,12973,C++,1577,45,TRUE,TRUE,TRUE,121,main,FALSE,80,313,6,54,1693,14,gpl-3.0,Organization,Yes
1123,https://github.com/jerryuhoo/Fire,Fire,jerryuhoo/Fire,This is a distortion plugin developed by Wings!,"['au-plugin', 'distortion-plugin', 'juce-framework', 'multiband', 'music', 'vst-plugin']",2019-12-30T05:56:59Z,2023-09-10T17:15:55Z,2023-05-31T03:30:14Z,24567,C++,393,0,TRUE,TRUE,TRUE,19,master,FALSE,0,0,0,0,0,0,agpl-3.0,User,Yes
1124,https://github.com/hzdgopher/64klang,64klang,hzdgopher/64klang,Official 64klang repository,"['64k', 'alcatraz', 'demoscene', 'synthesizer', 'vst-plugin']",2018-03-02T10:25:18Z,2023-08-27T17:30:19Z,2022-07-10T10:30:11Z,2702,C++,235,0,TRUE,TRUE,FALSE,12,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1125,https://github.com/hzdgopher/4klang,4klang,hzdgopher/4klang,Official 4klang repository,"['4k', '8k', 'alcatraz', 'demoscene', 'synthesizer', 'vst-plugin']",2018-02-07T14:32:56Z,2023-09-15T14:09:39Z,2022-02-27T17:55:23Z,2101,C++,230,13,TRUE,TRUE,FALSE,24,master,FALSE,7,2,1,4,24,5,mit,User,Yes
1129,https://github.com/mzuther/Squeezer,Squeezer,mzuther/Squeezer,Flexible general-purpose audio compressor with a touch of citrus,"['audio', 'c-plus-plus', 'compression', 'compressor', 'gnu-linux', 'linux', 'vst-plugin', 'vst3-plugin', 'windows']",2013-01-06T21:50:35Z,2023-09-16T00:20:15Z,2022-03-01T19:06:21Z,300577,C++,127,0,TRUE,TRUE,FALSE,11,master,FALSE,0,0,0,0,0,0,0,User,Yes
1130,https://github.com/mzuther/K-Meter,K-Meter,mzuther/K-Meter,K-System loudness meter according to Bob Katz' specifications,"['audio', 'c-plus-plus', 'gnu-linux', 'linux', 'loudness', 'meter', 'vst-plugin', 'vst3-plugin', 'windows']",2011-10-03T22:02:56Z,2023-09-06T12:27:11Z,2022-03-01T19:00:32Z,316264,C++,82,0,TRUE,TRUE,FALSE,14,master,FALSE,0,0,0,0,0,0,0,User,Yes
1136,https://github.com/Chowdhury-DSP/CHOW,CHOW,Chowdhury-DSP/CHOW,A maximally truculent distortion effect,"['audio-effect', 'juce', 'vst-plugin', 'vst3-plugin']",2019-01-09T05:34:21Z,2023-09-03T01:14:02Z,2019-09-23T04:53:14Z,55206,C++,59,0,TRUE,TRUE,FALSE,5,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
1137,https://github.com/s-oram/Grace,Grace,s-oram/Grace,Sampler VST Plugin for Windows,"['delphi', 'vst-plugin']",2016-05-25T02:14:28Z,2023-06-24T08:34:22Z,2019-09-17T22:02:27Z,120934,Pascal,58,0,FALSE,TRUE,FALSE,7,master,FALSE,0,0,0,0,0,0,other,User,Yes
1140,https://github.com/TobiasKozel/GuitarD,GuitarD,TobiasKozel/GuitarD,Node based multi effects audio processor,"['amp-sim', 'audio', 'audio-effect', 'audio-processing', 'dsp', 'guitar', 'guitar-pedal', 'header-only', 'iplug2', 'multi-effects-processor', 'pedal', 'plugin', 'vst-plugin']",2020-03-23T00:27:01Z,2023-08-24T00:36:36Z,2022-11-10T16:47:02Z,6484,C++,50,0,TRUE,TRUE,FALSE,5,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1141,https://github.com/jpcima/string-machine,string-machine,jpcima/string-machine,Digital model of electronic string ensemble instrument,"['dpf', 'eminent', 'faust', 'lv2-plugin', 'musical-instrument', 'solina', 'synthesizer', 'virtual-analog', 'vst-plugin']",2019-07-08T14:58:52Z,2023-09-06T02:11:14Z,2023-02-10T16:02:43Z,730,C++,48,8,TRUE,TRUE,FALSE,5,master,FALSE,17,11,1,6,143,2,bsl-1.0,User,Yes
1145,https://github.com/jpcima/HybridReverb2,HybridReverb2,jpcima/HybridReverb2,Reverb effect using hybrid impulse convolution,"['acoustics', 'audio-effect', 'convolution', 'impulse-response', 'lv2-plugin', 'reverb', 'vst-plugin']",2018-05-27T09:11:59Z,2023-07-14T20:32:56Z,2021-12-19T15:02:51Z,9267,C++,41,0,TRUE,TRUE,FALSE,7,master,FALSE,0,0,0,0,0,0,other,User,Yes
1146,https://github.com/klknn/synth2,synth2,klknn/synth2,"virtual analog synth plugin for Linux/Windows/Mac (VST, AU, LV2)","['dplug', 'synthesizer', 'vst-plugin']",2021-02-15T16:07:22Z,2023-05-14T16:18:22Z,2022-09-24T16:56:08Z,1435,D,40,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,bsl-1.0,User,Yes
1151,https://github.com/mzuther/traKmeter,traKmeter,mzuther/traKmeter,Loudness meter for correctly setting up tracking and mixing levels (gain staging).,"['audio', 'c-plus-plus', 'gnu-linux', 'linux', 'meter', 'vst-plugin', 'vst3-plugin', 'windows']",2018-07-20T21:39:41Z,2023-09-07T21:02:57Z,2022-03-01T19:03:08Z,268797,C++,25,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,0,User,Yes
1154,https://github.com/KaixoCode/CMBNEX,CMBNEX,KaixoCode/CMBNEX,"CMBNEX Is a 4 oscillator VST3 synth with a unique tuneable 2 dimensional waveshaper and 3 combiners that use several algorithms to combine incoming signals. All parameters have 4 slots for internal modulation from several modulation sources like envelopes, LFOs, and macros.","['audio-processing', 'dsp', 'oscillator', 'synth', 'vst-plugin', 'waveshaper']",2022-01-05T00:49:49Z,2023-09-13T13:35:04Z,2023-08-18T22:08:35Z,557,C++,21,0,TRUE,TRUE,FALSE,2,main,FALSE,0,0,0,0,0,0,0,User,Yes
1159,https://github.com/leomccormack/HO-SIRR-GUI,HO-SIRR-GUI,leomccormack/HO-SIRR-GUI,A VST/App implementation of the Higher-order Spatial Impulse Response Rendering (HO-SIRR) algorithm,"['ambisonics', 'microphone-array-processing', 'spatial-audio', 'spatial-impulse-responses', 'vst-plugin']",2020-01-07T11:04:03Z,2023-08-28T02:13:52Z,2022-06-20T09:22:17Z,3171,C++,15,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1172,https://github.com/SpotlightKid/dfzitarev1,dfzitarev1,SpotlightKid/dfzitarev1,A feedback-delay-network reverb plugin built with DPF and based on FAUST library demo code,"['audio-effect', 'dpf', 'faust-dsp', 'ladspa', 'ladspa-plugin', 'lv2', 'lv2-plugin', 'reverb', 'vst-plugin', 'vst2', 'zita-rev1']",2021-03-22T14:31:36Z,2023-09-06T02:33:06Z,2023-05-16T19:58:20Z,155,C++,6,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,other,User,Yes
1173,https://github.com/SpotlightKid/stereocrossdelay,stereocrossdelay,SpotlightKid/stereocrossdelay,A stereo delay plugin with feedback and cross-mixing,"['delay', 'dpf', 'faust-dsp', 'lv2-plugin', 'vst-plugin']",2020-10-30T15:29:02Z,2023-06-15T04:39:28Z,2020-10-30T15:32:17Z,22,C++,5,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,other,User,Yes
1180,https://github.com/killbizz/Biztortion,Biztortion,killbizz/Biztortion,Modular distortion plugin for VST-based hosts. DOWNLOAD it for FREE in the Releases section.,"['audio', 'cplusplus', 'distortion', 'juce-framework', 'vst-plugin']",2021-08-16T16:49:49Z,2023-06-07T08:45:30Z,2022-10-16T22:08:38Z,6347,C++,3,2,TRUE,TRUE,TRUE,1,main,FALSE,4,6,1,4,279,0,gpl-3.0,User,Yes
1184,https://github.com/SpotlightKid/sendmixer,sendmixer,SpotlightKid/sendmixer,A stereo channel strip with one master gain and two pre/post-fader sends,"['dpf', 'faust-dsp', 'ladspa', 'ladspa-plugin', 'lv2', 'lv2-plugin', 'mixer', 'vst-plugin', 'vst2']",2021-03-01T01:02:08Z,2023-06-22T14:42:55Z,2021-03-01T14:48:04Z,81,C++,3,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,other,User,Yes
1186,https://github.com/lukemcraig/MusicalRingMod,MusicalRingMod,lukemcraig/MusicalRingMod,(WIP) A JUCE-based audio plugin that lets you control a ring mod's frequency with midi,"['audio-processing', 'juce', 'vst-plugin']",2018-04-05T23:32:02Z,2020-04-19T11:02:26Z,2019-04-29T03:42:00Z,16628,C++,2,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1187,https://github.com/ABSounds/Harpejji-VST,Harpejji-VST,ABSounds/Harpejji-VST,Harpejji VST developed as my Bachelor's Thesis using physical modeling of the strings.,"['juce-framework', 'midi', 'music-technology', 'physical-modeling', 'synthesizer', 'vst-plugin']",2023-04-10T13:26:29Z,2023-08-14T16:53:52Z,2023-05-30T14:10:41Z,29007,C++,2,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1189,https://github.com/SpotlightKid/transportgate,transportgate,SpotlightKid/transportgate,An audio gate plugin controlled by transport state,"['dpf', 'gate', 'jackaudio', 'lv2-plugin', 'transport-state', 'vst-plugin']",2019-10-10T14:35:48Z,2021-07-16T08:24:36Z,2019-10-14T14:39:19Z,25,C++,2,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,other,User,Yes
1192,https://github.com/kcuric/kodiak,kodiak,kcuric/kodiak,"Faculty of Organisation and Informatics - Final paper [VST Plugin Development]. Kodiak is a Virtual Studio Technology distortion plugin implemented with C++, using the JUCE framework.","['audio-processing', 'distortion', 'juce', 'vst-plugin']",2019-08-20T10:11:11Z,2020-01-25T17:18:20Z,2019-10-21T20:11:18Z,79,C++,1,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1197,https://github.com/YeshiNamkhai/mioSynth,mioSynth,YeshiNamkhai/mioSynth,A simple but effective Synth built on cSound,"['analog', 'cabbage', 'csound', 'csound-instruments', 'daw', 'synth', 'vst-plugin']",2020-03-31T16:58:18Z,2021-12-25T10:36:55Z,2021-12-25T10:36:52Z,25542,HTML,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1198,https://github.com/WrongPeople/JustRepeat,JustRepeat,WrongPeople/JustRepeat,Simple Beat Repeat VST,"['vst', 'vst-plugin', 'vst-plugins', 'vst2']",2020-12-25T17:11:04Z,2021-01-15T05:38:33Z,2020-12-25T17:20:55Z,4,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,mit,User,Yes
1199,https://github.com/almostdefinitelycode/DCOffsetter,DCOffsetter,almostdefinitelycode/DCOffsetter,DC offset audio plugin,"['audio-processing', 'dsp', 'vst-plugin', 'vst3-sdk', 'vstgui']",2023-01-16T12:31:59Z,2023-01-16T16:40:52Z,2023-01-16T14:17:59Z,84,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1203,https://github.com/GrieferPig/zippify,zippify,GrieferPig/zippify,lil' simple distortion/clipper VST2 Effect,"['plugin', 'rust', 'vst', 'vst-plugin']",2023-02-22T13:32:58Z,2023-05-01T12:39:12Z,2023-08-03T06:50:24Z,376,Rust,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1204,https://github.com/maxklint/patch-discord,patch-discord,maxklint/patch-discord,An aleatoric MIDI router,"['csound', 'vst-plugin']",2018-12-05T12:47:33Z,2019-03-03T02:13:47Z,2019-01-11T00:02:55Z,2062,Csound Document,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1206,https://github.com/johnfmcrae/NoiseGenerator,NoiseGenerator,johnfmcrae/NoiseGenerator,"The noise generator is a simple plugin which generates either white, pink or brown noise.","['audio', 'cpp', 'noise', 'noise-filtering', 'vst']",2020-07-14T17:55:53Z,2021-12-01T15:29:21Z,2021-12-01T15:29:18Z,14583,C++,2,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,0,User,Yes
1207,https://github.com/ales-tsurko/iced-nsview,iced-nsview,ales-tsurko/iced-nsview,Iced for Cocoa applications.,"['au', 'cocoa', 'gui', 'iced', 'macos', 'ui', 'vst']",2020-06-08T13:04:08Z,2023-03-08T17:00:44Z,2020-06-24T13:55:28Z,107,Rust,2,2,TRUE,TRUE,FALSE,0,master,FALSE,3,7,1,3,4,0,mit,User,Yes
1210,https://github.com/TobiasKozel/rektifier,rektifier,TobiasKozel/rektifier,Heavy distortion guitar amp effect,"['audio', 'daw', 'distortion', 'dsp', 'guitar', 'iplug', 'plugin', 'vst']",2021-09-12T22:47:57Z,2022-09-01T12:39:32Z,2022-11-10T16:47:14Z,3734,C++,2,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1219,https://github.com/ntomassetti/DesuMateVST,DesuMateVST,ntomassetti/DesuMateVST,Simple decimator VST plugin for sound design.,"['decimator', 'juce', 'open', 'source', 'vst']",2018-08-01T07:26:46Z,2018-10-25T19:26:59Z,2018-10-25T19:26:57Z,71,C++,1,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1221,https://github.com/Janislav/Pluto,Pluto,Janislav/Pluto,A subtractive synthesizer plugin,"['audio-processing', 'audio-unit', 'audio-visualizer', 'synthesizer', 'vst']",2018-02-09T08:44:56Z,2022-10-22T21:28:11Z,2018-04-11T09:01:41Z,4249,C++,1,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1222,https://github.com/alexyer/digidist,digidist,alexyer/digidist,Simple distortion plugin written on Rust,"['distortion', 'rust', 'vst']",2018-10-20T13:11:30Z,2022-11-01T10:33:56Z,2018-10-20T13:11:54Z,1,Rust,1,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,0,User,Yes
1227,https://github.com/chrigervi/Orpheus,Orpheus,chrigervi/Orpheus,Orpheus is an audio plug-in based on the JUCE-Framework.,"['cpp', 'decentralized', 'juce', 'music', 'network', 'synchronisation', 'vst']",2021-03-15T13:17:13Z,2022-04-18T16:01:27Z,2022-05-16T19:33:31Z,9294,C++,1,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1228,https://github.com/blaketeres/Boomerang-Delay-Plugin-VST-AU-,Boomerang-Delay-Plugin-VST-AU-,blaketeres/Boomerang-Delay-Plugin-VST-AU-,Senior Fall 2016 Capstone Project,"['audio', 'audiounit', 'delay', 'feedback', 'juce', 'vst']",2017-03-24T15:33:47Z,2022-06-20T16:18:10Z,2017-03-24T15:44:44Z,20639,C++,1,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1231,https://github.com/uchidama/SimpleSynthEx,SimpleSynthEx,uchidama/SimpleSynthEx,Simple sine oscillator synth MIDI plugin made by JUCE.,"['dsp', 'juce', 'plugin', 'vst']",2021-02-04T07:15:01Z,2023-07-22T12:09:36Z,2021-02-04T07:23:25Z,8,C++,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
1244,https://github.com/uchidama/WhiteNoiseSynthPluginEx,WhiteNoiseSynthPluginEx,uchidama/WhiteNoiseSynthPluginEx,A midi instrument plugin that generate white noise.,"['dsp', 'juce', 'plugin', 'vst']",2021-02-03T06:28:49Z,2023-07-22T18:03:52Z,2021-02-03T07:54:42Z,5,C++,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
1245,https://github.com/hectorbennett/hecto-drive,hecto-drive,hectorbennett/hecto-drive,A distortion vst written in rust and react with nih-plug,"['clap', 'nih-plug', 'nih-plug-webview', 'react', 'rust', 'rust-audio', 'vst', 'webview']",2023-05-10T13:33:43Z,2023-05-11T16:16:43Z,2023-05-11T09:34:19Z,248,TypeScript,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
1246,https://github.com/Kareus/ABit,ABit,Kareus/ABit,Simple VST Instrument plugin,"['sound-processing', 'vst']",2020-12-25T02:38:05Z,2023-05-24T12:38:01Z,2020-12-25T02:57:07Z,54,C++,1,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,mit,User,Yes
1247,https://github.com/notwa/crap,crap,notwa/crap,connor's rancid audio plugins,"['dsp', 'ladspa', 'vst']",2013-05-22T02:05:23Z,2023-01-27T22:51:36Z,2017-03-14T10:27:26Z,167,C++,1,0,FALSE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1249,https://github.com/JosephTLyons/Track-Notes-1,Track-Notes-1,JosephTLyons/Track-Notes-1,A simple AU/VST plugin to hold your session and track notes. Track Notes 2 is in development.,"['au', 'audio', 'daw', 'juce', 'notes', 'plugin', 'track', 'vst']",2017-05-13T04:57:04Z,2023-01-28T14:55:41Z,2020-03-12T02:32:22Z,9763,C++,1,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1252,https://github.com/konstice/SignatureLine,SignatureLine,konstice/SignatureLine,Simple plugin to create your own signature line for non harmonic distortions,"['audio-effect', 'distortion', 'juce', 'vst']",2022-01-27T22:09:05Z,2022-02-22T17:06:23Z,2022-02-22T17:22:33Z,112,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
1255,https://github.com/defrankland/VstAudioEqMeter,VstAudioEqMeter,defrankland/VstAudioEqMeter,VST plugin that shows the frequency spectrum on a 10-band LED meter,"['java', 'vst']",2017-03-31T13:12:44Z,2017-03-31T13:18:41Z,2017-03-31T13:29:22Z,815,Java,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1266,https://github.com/brayschurman/venue,venue,brayschurman/venue,a VST master channel plugin that emulates different environments,"['audio', 'vst']",2022-09-12T03:54:20Z,2022-11-09T19:21:41Z,2022-11-10T05:26:02Z,7,Rust,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
1269,https://github.com/Lolitron-0/Kaoss-emul,Kaoss-emul,Lolitron-0/Kaoss-emul,Multi-effect VST3 plugin and mobile app to control it,"['app', 'dsp', 'juce', 'plugin', 'qt', 'sockets', 'vst']",2021-12-08T12:53:43Z,2023-06-13T12:33:02Z,2022-08-15T16:51:37Z,136141,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,0,User,Yes
1275,https://github.com/GiustiRo/kbrRingDist,kbrRingDist,GiustiRo/kbrRingDist,DistorsiÃ³n y ModulaciÃ³n tipo Anillo,"['audio-effect', 'juce', 'plugin', 'vst']",2021-12-02T15:52:35Z,2022-07-06T18:46:19Z,2022-07-06T18:48:53Z,5317,C++,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1277,https://github.com/crowbait/GnomeDistort,GnomeDistort,crowbait/GnomeDistort,Weird distortion VST plugin,"['distortion', 'music', 'vst']",2023-08-13T13:48:18Z,2023-08-29T09:57:49Z,2023-08-30T09:17:03Z,836,C++,0,0,TRUE,TRUE,TRUE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1280,https://github.com/GiustiRo/kbrAirBoost,kbrAirBoost,GiustiRo/kbrAirBoost,Compresor y Realzador Eq ~ 9khz.,"['audio-effect', 'plugin', 'vst']",2021-10-27T23:11:09Z,2022-07-06T18:45:16Z,2021-12-06T20:37:51Z,5318,C++,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1285,https://github.com/haszari/PhraseSyncPlugins,PhraseSyncPlugins,haszari/PhraseSyncPlugins,Phrase-synchable MIDI plugins for live performance,"['midi', 'music-composition', 'plugin', 'vst']",2021-08-25T04:31:52Z,2023-08-10T07:26:11Z,2023-08-12T10:39:52Z,64,C++,0,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1286,https://github.com/scriptorum/SMBigSkin,SMBigSkin,scriptorum/SMBigSkin,A tool for making a SynthMaster skin bigger,"['nodejs', 'skin', 'synthmaster', 'synthmaster-skin', 'vst']",2017-02-21T07:44:50Z,2017-03-01T21:32:51Z,2017-06-21T18:19:26Z,25,JavaScript,0,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1297,https://github.com/dsp-re/suzirya,suzirya,dsp-re/suzirya,0,"['reverb', 'reverse-engineering', 'vst']",2022-12-04T16:28:25Z,2022-12-04T17:17:26Z,2022-12-04T17:08:51Z,55,C++,0,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,0,User,Yes
1312,https://github.com/WeirdConstructor/HexoSynth,HexoSynth,WeirdConstructor/HexoSynth,A FLOSS (Open Source) hexagonal modular synthesizer plugin.,"['audio', 'audioplugin', 'jackaudio', 'linuxaudio', 'modular-synth', 'modular-synthesizers', 'modularsynth', 'modularsynthesis', 'music', 'rust', 'synthesizer', 'vst2']",2021-02-14T10:04:46Z,2023-09-14T23:34:00Z,2023-03-03T10:56:02Z,5385,Rust,174,0,TRUE,TRUE,FALSE,9,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1345,https://github.com/demberto/fxp,fxp,demberto/fxp,VST2.x plugin FXP preset parser,"['fxp', 'parser', 'vst2']",2022-04-21T08:47:11Z,2023-03-08T07:44:09Z,2022-04-21T09:40:42Z,20,Python,2,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,mit,User,Yes
1346,https://github.com/defuse/vst_plugin,vst_plugin,defuse/vst_plugin,Example VST2 plugin in Rust.,"['audio-processing', 'example', 'rust', 'vst2']",2020-07-11T07:45:43Z,2021-03-12T19:45:23Z,2020-07-11T07:53:29Z,2,Rust,1,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,mit,User,Yes
1349,https://github.com/tomto66/Topiary-Riffz,Topiary-Riffz,tomto66/Topiary-Riffz,"Topiary Riffz is a VST plugin that can play MIDI files (riffz), assigned to keys, and that can be transposed on a per key basis. Topiary Riffz offers 8 ""variations"" as in different MIDI file assignement per variation; e.g. use a varation for choruses and a different one for verses.","['juce', 'vst2']",2019-11-17T15:21:33Z,2023-07-14T04:43:50Z,2022-08-05T07:12:46Z,6598,C++,1,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
1404,https://github.com/strikles/UQLRF-500,UQLRF-500,strikles/UQLRF-500,"Ut Queant Laxis Resonare Fibris. ""So that the Fibers are able to sing"". Karplus-Strong VST",['vst'],2020-12-25T16:41:26Z,2021-06-02T02:49:52Z,2021-06-02T02:49:50Z,26839,Rust,0,0,TRUE,TRUE,FALSE,1,main,FALSE,0,0,0,0,0,0,mit,User,Yes
1405,https://github.com/pfeeyatko/simple-eq,simple-eq,pfeeyatko/simple-eq,3 band equalizer VST plugin,"['juce', 'plugin', 'vst']",2021-06-27T06:48:04Z,2022-03-09T23:49:00Z,2023-01-09T23:31:50Z,48,C++,0,0,TRUE,TRUE,FALSE,0,develop,FALSE,0,0,0,0,0,0,0,User,Yes
